Employee ID,Title,Forename,Preferred Name,Middle Name,Surname,Gender,National Insurance Number,Date of Birth,Address 1,Address 2,Address 3,Town,County,Country,Postcode,Home Telephone,Email Address,Start Date,Continuous Service Date,Date of Termination,Job Title,Job Grade,Organisational field 9,Organisational field 10,Organisational field 25,Organisational field 26,Payroll,Payroll Number,Annual Salary,Pensionable Salary,Username,Work Telephone,Site,LTA,MTA Status,Pension,Expat,Annual Hours,FTE
9290870,Mrs,Newjforeseventy,Newjforeseventy,Newjmidseventy,Newjsurseventy,M,SP290870A,01/02/1947,Addone 70,Addtwo 70,Addthree 70,town70,county70,country70,EC5A 9EP,0044(0) 7405791732,staff11@sl.com,01/06/2014,01/06/2014,,,,,,,,Y,9290870,250000,250000,9290870,0044(0) 7405791732,SCPFIPUK,N,ACT,DC,N,360,1
9290871,Dame,Newjforeseventyone,Newjforeseventyone,Newjmidseventyone,Newjsurseventyone,M,SP290871A,01/02/1957,Addone 71,Addtwo 71,Addthree 71,town71,county71,country71,EC5A 9EP,+44(0) 7405791732,staff11@sl.com,01/06/2014,01/06/2014,,,,,,,,Y,9290871,250000,250000,9290871,+44(0) 7405791732,SCPFIPUK,N,ACT,DC,N,360,1
9290872,Ms,Newjforeseventytwo,Newjforeseventytwo,Newjmidseventytwo,Newjsurseventytwo,F,SP290872A,01/04/1967,Addone 72,Addtwo 72,Addthree 72,town72,county72,country72,EC5A 9EP,0044(0) 7405791732,staff11@sl.com,01/06/2014,01/06/2014,,,,,,,,Y,9290872,250000,250000,9290872,0044(0) 7405791732,SCPFIPUK,N,ACT,DC,N,360,1
9290873,Mr,Newjforeseventythree,Newjforeseventythree,Newjmidseventythree,Newjsurseventythree,M,SP290873A,01/04/1972,Addone 73,Addtwo 73,Addthree 73,town73,county73,country73,EC5A 9EP,+44(0) 7405791732,staff11@sl.com,01/06/2014,01/06/2014,,,,,,,,Y,9290873,250000,250000,9290873,+44(0) 7405791732,SCPFIPUK,N,ACT,DC,N,360,1
9290874,Miss,Newjforeseventyfour,Newjforeseventyfour,Newjmidseventyfour,Newjsurseventyfour,F,SP290874A,02/05/1945,Addone 74,Addtwo 74,Addthree 74,town74,county74,country74,EC5A 9EP,0044(0) 7405791732,staff11@sl.com,01/06/2014,01/06/2014,,,,,,,,Y,9290874,250000,250000,9290874,0044(0) 7405791732,SCPFIPUK,N,ACT,DC,N,360,1
9290875,Mrs,Newjforeseventyfive,Newjforeseventyfive,Newjmidseventyfive,Newjsurseventyfive,M,SP290875A,01/02/1947,Addone 75,Addtwo 75,Addthree 75,town75,county75,country75,EC5A 9EP,+44(0) 7405791732,staff11@sl.com,01/06/2014,01/06/2014,,,,,,,,Y,9290875,250000,250000,9290875,+44(0) 7405791732,SCPFIPUK,N,ACT,DC,N,360,1
9290876,Dame,Newjforeseventysix,Newjforeseventysix,Newjmidseventysix,Newjsurseventysix,M,SP290876A,01/02/1957,Addone 76,Addtwo 76,Addthree 76,town76,county76,country76,EC5A 9EP,0044(0) 7405791732,staff11@sl.com,01/06/2014,01/06/2014,,,,,,,,Y,9290876,250000,250000,9290876,0044(0) 7405791732,SCPFIPUK,N,ACT,DC,N,360,1
9290877,Dr,Newjforeseventyseven,Newjforeseventyseven,Newjmidseventyseven,Newjsurseventyseven,F,SP290877A,01/04/1967,Addone 77,Addtwo 77,Addthree 77,town77,county77,country77,EC5A 9EP,+44(0) 7405791732,staff11@sl.com,01/06/2014,01/06/2014,,,,,,,,Y,9290877,250000,250000,9290877,+44(0) 7405791732,SCPFIPUK,N,ACT,DC,N,360,1
9290878,Mr,Newjforeseventyeight,Newjforeseventyeight,Newjmidseventyeight,Newjsurseventyeight,M,SP290878A,01/04/1972,Addone 78,Addtwo 78,Addthree 78,town78,county78,country78,EC5A 9EP,0044(0) 7405791732,staff11@sl.com,01/06/2014,01/06/2014,,,,,,,,Y,9290878,250000,250000,9290878,0044(0) 7405791732,SCPFIPUK,N,ACT,DC,N,360,1
9290879,Miss,Newjforeseventynine,Newjforeseventynine,Newjmidseventynine,Newjsurseventynine,F,SP290879A,01/04/1972,Addone 79,Addtwo 79,Addthree 79,town79,county79,country79,EC5A 9EP,+44(0) 7405791732,staff11@sl.com,01/06/2014,01/06/2014,,,,,,,,Y,9290879,250000,250000,9290879,+44(0) 7405791732,SCPFIPUK,N,ACT,DC,N,360,1
9290880,Mrs,Newjforeeighty,Newjforeeighty,Newjmideighty,Newjsureighty,M,SP290880A,01/02/1947,Addone 80,Addtwo 80,Addthree 80,town80,county80,country80,EC5A 9EP,0044(0) 7405791732,staff11@sl.com,01/06/2014,01/06/2014,,,,,,,,Y,9290880,250000,250000,9290880,0044(0) 7405791732,SCPFIPUK,N,ACT,DC,N,360,1
